"leaid","name","state_location","city_location","Official Domain JSON","Website","Job Board JSON","Job Board","External Platform"
"4011250","Fairland Public Schools","OK","Fairland","Response","fpsowls.com","Response","https://www.indeed.com/cmp/Fairland-Public-Schools/jobs","Indeed"
"4011400","Fanshawe Public School","OK","Fanshawe","Response","fanshawegrizzlies.org","Response","",
"4011430","Fargo Public Schools","OK","Fargo","Response","fargo.k12.ok.us","Response","https://www.fargo.k12.ok.us/92993_2",
"4011580","Felt Public Schools","OK","Felt","Response","feltps.org","Response","https://www.applitrack.com/osbac/OnlineApp/JobPostings/view.asp?embed=1&choosedistrict=true&all=cat&applitrackclient=0%2E7741=&applitrackclient%3D0%252E6031","AppliTrack"
"4011700","Fletcher Public Schools","OK","Fletcher","Response","fletcherschools.org","Response","https://www.k12jobspot.com/District/16001/Jobs","K12JobSpot"
"4011850","Forest Grove Public School","OK","Garvin","Response","forestgrove.k12.ok.us","Response","",
"4011880","Forgan Public Schools","OK","Forgan","Response","forgan.k12.ok.us","Response","https://www.forgan.k12.ok.us/96505_2",
"4011970","Fort Gibson Public Schools","OK","Fort Gibson","Response","fortgibsontigers.org","Response","https://fortgibson.tedk12.com/hire/index.aspx","PowerSchool"
"4012000","Fort Supply Public Schools","OK","Fort Supply","Response","fortsupply.k12.ok.us","Response","https://www.fortsupply.k12.ok.us/84572_2",
"4012060","Fox Public Schools","OK","Fox","Response","foxps.k12.ok.us","Response","https://www.fox.k12.ok.us/10581_1",
"4012210","Friend Public School","OK","Chickasha","Response","friend.k12.ok.us","Response","",
"4012240","Frink-Chambers Public School","OK","McAlester","Response","frink.k12.ok.us","Response","https://www.k12jobspot.com/District/16012/Jobs","K12JobSpot"
"4012300","Fort Towson Public Schools","OK","Fort Towson","Response","forttowson.k12.ok.us","Response","https://www.forttowson.k12.ok.us/89193_2",
"4012390","Gans Public Schools","OK","GANS","Response","gans.k12.ok.us","Response","https://www.gans.k12.ok.us/page/careers",
"4012420","Garber Public Schools","OK","Garber","Response","garber.k12.ok.us","Response","https://www.garber.k12.ok.us/76274_3",
"4012570","Geary Public Schools","OK","Geary","Response","gearyschools.org","Response","",
"4012630","Geronimo Public Schools","OK","Geronimo","Response","geronimo.k12.ok.us","Response","https://www.geronimo.k12.ok.us/o/gps/page/careers",
"4012690","Glencoe Public Schools","OK","Glencoe","Response","glencoe.k12.ok.us","Response","https://ossba.myrevelus.com/job_board","Revelus"
"4012720","Glenpool Public Schools","OK","Glenpool","Response","glenpoolps.org","Response","https://glenpool.schoolspring.com/","SchoolSpring"
"0616530","Happy Camp Union Elementary School District","CA","Happy Camp","Response","happycamp.k12.ca.us","Response","https://www.edjoin.org/happycamp","EDJOIN"
"4012750","Glover Public School","OK","Broken Bow","Response","glover.k12.ok.us","Response","",
"4012870","Goodwell Public Schools","OK","Goodwell","Response","goodwellschools.org","Response","https://www.k12jobspot.com/District/16021/Jobs","K12JobSpot"
"4012900","Gore Public Schools","OK","Gore","Response","gorepublicschools.org","Response","https://www.gorepublicschools.org/o/gsd/page/employment-postings",
"4013080","Gracemont Public Schools","OK","Gracemont","Response","gracemont.k12.ok.us","Response","https://www.k12jobspot.com/District/16023/Jobs","Frontline"
"4013260","Grandview Public School","OK","Comanche","Response","grandviewschool.k12.ok.us","Response","https://grandviewchargers.tedk12.com/hire/Index.aspx","PowerSchool Applicant Tracking"
"4013290","Granite Public Schools","OK","Granite","Response","granite.k12.ok.us","Response","",
"4013500","Grove Public School","OK","Shawnee","Response","ridgerunners.net","Response","https://www.ridgerunners.net/documents/departments/human-resources/job-openings/389483",
"4013530","Grove Public Schools","OK","Grove","Response","ridgerunners.net","Response","https://www.grove.k12.ok.us/employment",
"4013560","Guthrie Public Schools","OK","Guthrie","Response","guthrieps.net","Response","https://guthrie.tedk12.com/hire/","PowerSchool Applicant Tracking"
"4013590","Guymon Public Schools","OK","Guymon","Response","guymontigers.com","Response","https://guymontigers.jotform.com/250436204674959","JotForm"
"4013600","Gypsy Public School","OK","Depew","Response","gypsy.k12.ok.us","Response","",
"4014100","Haywood Public School","OK","MCAlester","Response","haywood.k12.ok.us","Response","https://www.indeed.com/cmp/Haywood-Public-School/jobs","Indeed"
"4014130","Healdton Public Schools","OK","Healdton","Response","healdtonschools.org","Response","",
"4014160","Heavener Public Schools","OK","Heavener","Response","heavenerschools.org","Response","https://www.heavenerschools.org/live-feed?filter_id=18395&page_no=2",
"4014340","Hennessey Public Schools","OK","Hennessey","Response","hps.k12.ok.us","Response","https://www.hps.k12.ok.us/ 54031_1",
"4014520","Hilldale Public Schools","OK","Muskogee","Response","hilldale.k12.ok.us","Response","https://www.applitrack.com/osbac/OnlineApp/JobPostings/view.asp?district=All=&choosedistrict=true=&?all=1=&category=Communications=&AppliTrackJobId=15842_0.8511&AppliTrackLayoutMode=detail&AppliTrackViewPosting=1","AppliTrack"
"4014610","Hinton Public Schools","OK","Hinton","Response","hintonschools.org","Response","https://www.hintonschools.org/page/job-opportunities",
"4014700","Hobart Public Schools","OK","Hobart","Response","hobart.k12.ok.us","Response","https://www.keystonefoodservices.com/apply","Keystonefoodservices"
"4014730","Hodgen Public School","OK","Hodgen","Response","hodgen.k12.ok.us","Response","https://www.hodgen.k12.ok.us/jobopportunities",
"4014790","Holdenville Public Schools","OK","Holdenville","Response","holdenville.k12.ok.us","Response","https://www.holdenville.k12.ok.us/HUMAN_RESOURCES/job_openings.htm",
"4014890","Holly Creek Public School","OK","Broken Bow","Response","hollycreek.org","Response","https://www.k12jobspot.com/District/16055/Jobs","K12JobSpot"
"4014970","Hominy Public Schools","OK","Hominy","Response","hominy.k12.ok.us","Response","https://www.hominy.k12.ok.us/342911_2",
"4015090","Hooker Public Schools","OK","Hooker","Response","hookerpublicschools.net","Response","https://hookerpublicschools.net/jobs",
"4015120","Howe Public Schools","OK","Howe","Response","howeschools.org","Response","https://www.howe.k12.ok.us/about/employ.htm",
"4015210","Hugo Public Schools","OK","Hugo","Response","hugoschools.com","Response","https://www.k12jobspot.com/District/16059/Jobs","K12JobSpot"
"4015240","Hulbert Public Schools","OK","Hulbert","Response","hulbertriders.net","Response","https://www.hulbertriders.net/page/employment",
"4015370","Idabel Public Schools","OK","Idabel","Response","idabelps.org","Response","https://www.idabelps.org/page/job-listings",
"4015420","Indiahoma Public Schools","OK","Indiahoma","Response","indiahoma.k12.ok.us","Response","https://www.indiahoma.k12.ok.us/job-listings",
"4015450","Indianola Public Schools","OK","Indianola","Response","indianola.k12.ok.us","Response","https://www.indianola.k12.ok.us/page/careers",
"4015480","Inola Public Schools","OK","Inola","Response","inola.k12.ok.us","Response","https://www.applitrack.com/inolak12/onlineapp/","Frontline"
"4015690","Jay Public Schools","OK","Jay","Response","jayps.org","Response","https://jaypublicschools.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"4015720","Jenks Public Schools","OK","Jenks","Response","jenksps.org","Response","https://jenks.schoolspring.com/","SchoolSpring"
"4015750","Jennings Public School","OK","Jennings","Response","jennings.k12.ok.us","Response","https://www.applitrack.com/jenningsk12/onlineapp/default.aspx?all=1","Frontline"
"4015900","Justice Public School","OK","Wewoka","Response","justice.k12.ok.us","Response","https://www.justice.k12.ok.us/16245_1",
"4015930","Justus-Tiawah Public School","OK","Claremore","Response","justustiawah.com","Response","https://www.justustiawah.com/",
"4015990","Kansas Public Schools","OK","Kansas","Response","kansasps.com","Response","https://www.k12jobspot.com/District/16071/Jobs","K12JobSpot"
"4016170","Kellyville Public Schools","OK","Kellyville","Response","kellyvilleschools.org","Response","https://www.kellyvilleschools.org/employment",
"4016320","Kenwood Public School","OK","Salina","Response","kenwoodindians.com","Response","",
"4016350","Keota Public Schools","OK","Keota","Response","keota.k12.ok.us","Response","https://www.k12jobspot.com/District/16074/Jobs","K12JobSpot"
"4016380","Ketchum Public Schools","OK","Ketchum","Response","ketchumwarriors.com","Response","https://www.ketchumwarriors.com/page/job-listings",
"4016470","Keystone Public School","OK","Sand Springs","Response","keystonerangers.org","Response","https://ossba.myrevelus.com/node/9095",
"4016500","Kiefer Public Schools","OK","Kiefer","Response","kiefer.k12.ok.us","Response","https://www.k12jobspot.com/District/16078/Jobs","K12JobSpot"
"4016530","Kildare Public School","OK","Ponca City","Response","kildare.k12.ok.us","Response","https://www.kildare.k12.ok.us/90568_2",
"4016560","Kingfisher Public Schools","OK","Kingfisher","Response","kingfisher.k12.ok.us","Response","https://kingfisher.k12.ok.us/111733_2",
"4016590","Kingston Public Schools","OK","Kingston","Response","kingston.k12.ok.us","Response","https://www.kingston.k12.ok.us/250901_2",
"4016620","Kinta Public Schools","OK","Kinta","Response","kinta.k12.ok.us","Response","https://ossba.myrevelus.com/job_board","OSSBA"
"4016650","Kiowa Public Schools","OK","Kiowa","Response","kiowa.k12.ok.us","Response","https://www.k12jobspot.com/District/16083/Jobs","K12JobSpot"
"4016710","Konawa Public Schools","OK","Konawa","Response","konawa.k12.ok.us","Response","https://www.konawa.k12.ok.us/job-listings",
"4016720","Krebs Public School","OK","Krebs","Response","krebs.k12.ok.us","Response","https://krebs.k12.ok.us/job-openings-2",
"4016740","Kremlin-Hillsdale Schools","OK","Kremlin","Response","kremlin.k12.ok.us","Response","https://www.aasb.myrevelus.com/index.php/job_board?page=0&field_position_category_target_id=All&title=&order=field_position_start_date&sort=desc","Revelus"
"4017020","Deer Creek-Lamont Schools","OK","Lamont","Response","dcla.k12.ok.us","Response","https://www.applitrack.com/deercreek/onlineapp/","AppliTrack"
"4017190","Latta Public Schools","OK","Ada","Response","latta.k12.ok.us","Response","https://www.k12jobspot.com/District/16089","K12JobSpot"
"4017220","Laverne Public Schools","OK","Laverne","Response","laverne.k12.ok.us","Response","https://www.laverne.k12.ok.us/job-opportunities",
"4017250","Lawton Public Schools","OK","Lawton","Response","lawtonps.org","Response","https://www.applitrack.com/lawtonps/onlineapp/","Frontline"
"4017280","LeFlore Public Schools","OK","LeFlore","Response","leflore.k12.ok.us","Response","https://lefloreschool.jotform.com/251744937370160","Jotform"
"4017310","Leach Public School","OK","Rose","Response","leachschool.net","Response","",
"4017370","Leedey Public Schools","OK","Leedey","Response","leedey.k12.ok.us","Response","https://www.leedey.k12.ok.us/108970_2",
"4017580","Lexington Public Schools","OK","Lexington","Response","lexington.k12.ok.us","Response","https://www.k12jobspot.com/District/16095","k12jobspot.com"
"4017700","Liberty Public School","OK","MULDROW","Response","liberty.seq.k12.ok.us","Response","",
"4017760","Liberty Public Schools","OK","Mounds","Response","libertyps.org","Response","",
"4017850","Lindsay Public Schools","OK","Lindsay","Response","lindsay.k12.ok.us","Response","https://www.applitrack.com/osbac/OnlineApp/JobPostings/view.asp?embed=1&choosedistrict=true&applitrackclient=0.3621","AppliTrack"
"4017880","Little Axe Public Schools","OK","Norman","Response","littleaxeps.org","Response","https://www.littleaxeps.org/page/employment-opportunities","Apptegy"
"4018000","Locust Grove Public Schools","OK","Locust Grove","Response","lg.k12.ok.us","Response","https://www.lg.k12.ok.us/37885_1",
"4018090","Lone Grove Public Schools","OK","Lone Grove","Response","lonegrove.k12.ok.us","Response","https://www.lonegrove.k12.ok.us/employment",
"4018240","Lone Star Public School","OK","Sapulpa","Response","lonestar.k12.ok.us","Response","https://www.k12jobspot.com/District/16102/Jobs","K12JobSpot"
"4018270","Lone Wolf Public Schools","OK","Lone Wolf","Response","lonewolfschool.com","Response","https://www.lonewolfschool.com/o/lwps/page/employment-opportunities",
"4018390","Lookeba-Sickles Public Schools","OK","Lookeba","Response","lookeba.k12.ok.us","Response","https://www.lookeba.k12.ok.us/page/careers",
"4018480","Lowrey Public School","OK","Tahlequah","Response","lowrey.k12.ok.us","Response","https://www.k12jobspot.com/District/16105/Jobs","K12JobSpot"
"4018570","Lukfata Public School","OK","Broken Bow","Response","lukfata.org","Response","https://www.lukfata.org/24540_2",
"4018630","Luther Public Schools","OK","Luther","Response","lutherlions.org","Response","",
"4018660","Macomb Public Schools","OK","Macomb","Response","macomb.k12.ok.us","Response","",
"4018700","Madill Public Schools","OK","Madill","Response","madillok.com","Response","https://phl.applitrack.com/osbac/OnlineApp/JobPostings/view.asp?embed=1&choosedistrict=true&applitrackclient=0.8651","AppliTrack"
"4018870","Mannsville Public School","OK","Mannsville","Response","mannsvilleschools.org","Response","https://ossba.myrevelus.com/","Oklahoma State School Boards Association"
"4018900","Maple Public School","OK","Calumet","Response","mapleschool.us","Response","https://myrevelus.com/index.php/job_board","myrevelus.com"
"4018960","Marble City Public School","OK","MARBLE CITY","Response","mcps.k12.ok.us","Response","https://ossba.myrevelus.com/job_board?field_position_category_target_id=All&title=&order=field_school_district&sort=asc&page=2","myrevelus.com"
"4019080","Marlow Public Schools","OK","Marlow","Response","marlow.k12.ok.us","Response","https://www.marlow.k12.ok.us/job-applications",
"4019200","Maryetta Public Schools","OK","Stilwell","Response","maryetta.k12.ok.us","Response","https://www.maryetta.k12.ok.us/page/employment",
"4019380","Maysville Public Schools","OK","Maysville","Response","maysville.k12.ok.us","Response","",
"4019410","McCurtain Public Schools","OK","McCurtain","Response","mccurtainschools.org","Response","https://www.k12jobspot.com/District/16121","k12jobspot.com"
"4019440","McAlester Public Schools","OK","McAlester","Response","mcalester.k12.ok.us","Response","https://www.applitrack.com/osbac/OnlineApp/JobPostings/view.asp?embed=1&choosedistrict=true","AppliTrack"
"4019560","McLoud Public Schools","OK","McLoud","Response","mcloudschools.us","Response","https://mcloudschools.tedk12.com/hire/index.aspx","PowerSchool"
"4019620","Medford Public Schools","OK","Medford","Response","medford.k12.ok.us","Response","",
"4019680","Meeker Public Schools","OK","Meeker","Response","meeker.k12.ok.us","Response","https://www.meeker.k12.ok.us/article/1585121",
"4019800","Merritt Public Schools","OK","Elk City","Response","merritt.k12.ok.us","Response","https://www.k12jobspot.com/District/16127/Jobs","K12JobSpot"
"4019860","Miami Public Schools","OK","Miami","Response","miamiwardogs.com","Response","https://miamipublicschools.schoolspring.com/","SchoolSpring"
"4019890","Middleberg Public School","OK","Blanchard","Response","middleberg.k12.ok.us","Response","https://www.middleberg.k12.ok.us/page/jobs",
"4019950","Midwest City-Del City Schools","OK","Midwest City","Response","mid-del.net","Response","https://middel.tedk12.com/hire/index.aspx","TEDK12"
"4019980","Milburn Public Schools","OK","Milburn","Response","milburnps.org","Response","https://www.k12jobspot.com/District/16131","k12jobspot.com"
"4020040","Mill Creek Public Schools","OK","Mill Creek","Response","millcreek.k12.ok.us","Response","",
"4020080","Millwood Public Schools","OK","Oklahoma City","Response","millwoodps.org","Response","https://www.applitrack.com/millwoodsps/onlineapp/default.aspx","AppliTrack"
"4020100","Minco Public Schools","OK","Minco","Response","minco.k12.ok.us","Response","https://www.minco.k12.ok.us/page/careers",
"4020190","Monroe Public School","OK","Monroe","Response","monroe.k12.ok.us","Response","https://www.monroe.k12.ok.us/323210_2",
"4020250","Moore Public Schools","OK","Moore","Response","mooreschools.com","Response","https://ap1.erplinq.com/moore_ap/search.php","erplinq"
"4020340","Morrison Public Schools","OK","Morrison","Response","morrisonps.com","Response","https://www.morrisonps.com/36291_1",
"4020430","Moseley Public School","OK","COLCORD","Response","moseleyschool.com","Response","https://www.k12jobspot.com/District/16141/Jobs","K12JobSpot"
"4020460","Moss Public Schools","OK","Holdenville","Response","moss.k12.ok.us","Response","https://www.moss.k12.ok.us/12748_2",
"4020550","Mounds Public Schools","OK","Mounds","Response","moundsps.com","Response","https://oked.sylogist.com/Mounds","Sylogist"
"4020640","Moyers Public Schools","OK","Moyers","Response","moyers.k12.ok.us","Response","",
"4020880","Muldrow Public Schools","OK","MULDROW","Response","muldrowps.org","Response","https://www.muldrowps.org/page/careers",
"4020910","Mulhall-Orlando Public Schools","OK","Mulhall","Response","mulhall-orlando.k12.ok.us","Response","https://www.m-ops.org/employment",
"4021120","Nashoba Public School","OK","Nashoba","Response","nashoba.k12.ok.us","Response","",
"4021180","Navajo Public Schools","OK","Altus","Response","navajo.k12.ok.us","Response","https://www.navajo.k12.ok.us/documents",
"4021360","New Lima Public Schools","OK","Wewoka","Response","newlima.k12.ok.us","Response","https://www.newlima.k12.ok.us/page/job-opportunities",
"4021510","Newcastle Public Schools","OK","Newcastle","Response","newcastle.k12.ok.us","Response","http://www.teachers-teachers.com/employer/newcastle-public-schools-6671","teachers-teachers.com"
"4021540","Newkirk Public Schools","OK","Newkirk","Response","newkirk.k12.ok.us","Response","https://www.newkirk.k12.ok.us/page/employment",
"4021600","Ninnekah Public Schools","OK","Ninnekah","Response","ninnekah.k12.ok.us","Response","https://www.ninnekah.k12.ok.us/page/job-postings",
"4021630","Noble Public Schools","OK","Noble","Response","nobleps.com","Response","https://www.applitrack.com/nobleps/onlineapp/default.aspx","Frontline Recruitment"
"4021720","Norman Public Schools","OK","Norman","Response","normanpublicschools.org","Response","https://www.applitrack.com/normanpublicschools/onlineapp/","Frontline"
"4021780","Chisholm Public Schools","OK","Enid","Response","chisholm.k12.ok.us","Response","https://www.chisholm.k12.ok.us/page/job-listings",
"4021900","Norwood Public School","OK","Hulbert","Response","norwood.k12.ok.us","Response","https://www.norwoodk12.org/jobs",
"4021930","Nowata Public Schools","OK","Nowata","Response","npsok.org","Response","https://www.npsok.org/o/nowata-public-schools/page/opportunities-for-employment",
"4022160","Oak Grove Public School","OK","Cushing","Response","oakgrove.k12.ok.us","Response","https://www.k12jobspot.com/District/16163/Jobs","K12JobSpot"
"4022350","Oakdale Public School","OK","Edmond","Response","oakdale.org","Response","https://oakdale.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"4022410","Oaks-Mission Public Schools","OK","Oaks","Response","oaksmissionschools.com","Response","https://www.k12jobspot.com/District/16165/Jobs","K12JobSpot"
"4022560","Oilton Public Schools","OK","Oilton","Response","oilton.k12.ok.us","Response","",
"4022590","Okarche Public Schools","OK","Okarche","Response","okarche.k12.ok.us","Response","",
"4022620","Okay Public Schools","OK","Okay","Response","okayps.org","Response","https://www.okayps.org/job-listings",
"4022650","Okeene Public Schools","OK","Okeene","Response","okeene.k12.ok.us","Response","https://www.k12jobspot.com/District/16169","K12JobSpot"
"4022770","Oklahoma City Public Schools","OK","Oklahoma City","Response","okcps.org","Response","https://www.applitrack.com/okcps/onlineapp/default.aspx","Frontline"
"4022830","Oktaha Public Schools","OK","Oktaha","Response","oktahaschool.com","Response","",
"4022860","Olive Public Schools","OK","Drumright","Response","olive.k12.ok.us","Response","",
"4022950","Lomega Public Schools","OK","Omega","Response","lomega.k12.ok.us","Response","https://ossba.myrevelus.com/index.php/job_board","Oklahoma State School Boards Association"
"4023040","Oologah-Talala Public Schools","OK","Oologah","Response","oologah.k12.ok.us","Response","https://www.oologah.k12.ok.us/215316_2",
"4023070","Optima Public School","OK","Optima","Response","optima.k12.us","Response","https://ossba.myrevelus.com/job_board","OSSBA"
"4023220","Osage Hills Public School","OK","Bartlesville","Response","osagehills.k12.ok.us","Response","https://www.k12jobspot.com/District/16179/Jobs","K12JobSpot"
"4023280","Owasso Public Schools","OK","Owasso","Response","owassops.org","Response","https://www.applitrack.com/owasso/onlineapp/","Frontline"
"4023340","Paden Public Schools","OK","Paden","Response","paden.k12.ok.us","Response","https://www.paden.k12.ok.us/employment-opportunities",
"4023370","Panama Public Schools","OK","PANAMA","Response","panama.k12.ok.us","Response","https://www.panama.k12.ok.us/vnews/display.v/SEC/Job%20Openings",
"4023400","Panola Public Schools","OK","Wilburton","Response","panolabearcats.org","Response","",
"4023430","Paoli Public Schools","OK","Paoli","Response","paoli.k12.ok.us","Response","https://ossba.myrevelus.com/","OSSBA Job Board"
"4023550","Pauls Valley Public Schools","OK","Pauls Valley","Response","paulsvalleyschools.com","Response","https://pvps.tedk12.com/hire/index.aspx","TalentEd"
"4023580","Pawhuska Public Schools","OK","Pawhuska","Response","pawhuskadistrict.org","Response","https://www.pawhuskadistrict.org/o/pps/page/job-listings",
"4023610","Pawnee Public Schools","OK","Pawnee","Response","pawnee.k12.ok.us","Response","https://www.pawnee.k12.ok.us/220915_2",
"4023700","Peckham Public School","OK","Newkirk","Response","peckham.k12.ok.us","Response","https://ossba.myrevelus.com/job_board","myrevelus.com"
"4023730","Peggs Public School","OK","Peggs","Response","peggspanthers.com","Response","",
"4023800","Perkins-Tryon Public Schools","OK","Perkins","Response","p-t.k12.ok.us","Response","https://www.applitrack.com/osbac/OnlineApp/JobPostings/view.asp?embed=1&choosedistrict=true","AppliTrack"
"4023850","Perry Public Schools","OK","Perry","Response","perry.k12.ok.us","Response","https://www.perry.k12.ok.us/apps/pages/employment",
"4023970","Piedmont Public Schools","OK","Piedmont","Response","piedmontschools.org","Response","https://piedmont.schoolspring.com/","SchoolSpring"
"4024150","Pioneer Public School","OK","Chickasha","Response","pioneerk8.k12.ok.us","Response","https://www.pioneerk8.k12.ok.us/employment-opportunities",
"4024180","Pittsburg Public Schools","OK","Pittsburg","Response","pittsburg.k12.ok.us","Response","https://www.k12jobspot.com/District/16194","K12JobSpot"
"4024240","Plainview Public Schools","OK","Ardmore","Response","plainview.k12.ok.us","Response","https://www.plainview.k12.ok.us/employment",
"4024510","Pioneer-Pleasant Vale Schools","OK","Waukomis","Response","ppv.k12.ok.us","Response","https://www.ppv.k12.ok.us/page/employment-opportunities",
"4024630","Pocola Public Schools","OK","Pocola","Response","pocola.k12.ok.us","Response","https://5il.co/1khs2",
"4024690","Ponca City Public Schools","OK","Ponca City","Response","pcps.us","Response","https://poncacity.tedk12.com/hire/index.aspx","TalentEd"
"4024720","Pond Creek-Hunter Schools","OK","Pond Creek","Response","pondcreek-hunter.k12.ok.us","Response","https://www.pondcreek-hunter.k12.ok.us/page/employment",
"4024840","Porum Public Schools","OK","Porum","Response","porum.k12.ok.us","Response","https://www.applitrack.com/osbac/OnlineApp/JobPostings/view.asp?choosedistrict=true&applitrackclient=0.7771=,%200.10081=&all=1=&AppliTrackJobId=6907_0.7421&AppliTrackLayoutMode=detail&AppliTrackViewPosting=1","AppliTrack"
"4024870","Poteau Public Schools","OK","Poteau","Response","poteau.k12.ok.us","Response","https://poteau.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"4024930","Prague Public Schools","OK","Prague","Response","prague.k12.ok.us","Response","https://www.prague.k12.ok.us/page/jobs",
"4025050","Preston Public Schools","OK","Preston","Response","prestonps.com","Response","https://www.applitrack.com/prestonps/onlineapp/default.aspx?all=1","AppliTrack"
"4025080","Pretty Water Public School","OK","Sapulpa","Response","prettywater.k12.ok.us","Response","https://www.k12jobspot.com/District/16205","k12jobspot.com"
"4025170","Prue Public Schools","OK","Prue","Response","prue.k12.ok.us","Response","https://www.k12jobspot.com/District/16206/Jobs","Frontline Education"
"4025200","Pryor Public Schools","OK","Pryor","Response","pryorschools.org","Response","https://pryorpublicschoolsok.tylerportico.com/portal/launcher/","Tyler Portico"
"4025230","Purcell Public Schools","OK","Purcell","Response","purcellps.org","Response","https://www.purcellps.org/page/careers",
"4025290","Putnam City Public Schools","OK","Warr Acres","Response","putnamcityschools.org","Response","https://putnamcity.tedk12.com/hire/index.aspx","PowerSchool"
"4025320","Quapaw Public Schools","OK","Quapaw","Response","qpswildcats.com","Response","https://www.qpswildcats.com/apps/pages/index.jsp?uREC_ID=4381664&type=d&pREC_ID=2587501",
"4025410","Quinton Public Schools","OK","Quinton","Response","quintonschools.com","Response","https://www.indeed.com/cmp/Quinton-Public-Schools/jobs","Indeed"
"4025470","Caney Valley Public Schools","OK","Ramona","Response","caneyvalleyschool.org","Response","https://www.caneyvalleyschool.org/vnews/display.v/SEC/District%7CJob%20Opportunities",
"4025500","Rattan Public Schools","OK","Rattan","Response","rattan.k12.ok.us","Response","https://www.k12jobspot.com/District/16213/Jobs","K12JobSpot"
"4025530","Ravia Public School","OK","Ravia","Response","ravia.k12.ok.us","Response","https://www.indeed.com/cmp/Ravia-Public-School/jobs","Indeed"
"4025590","Red Oak Public Schools","OK","Red Oak","Response","redoak.k12.ok.us","Response","",
"4025800","Reydon Public Schools","OK","Reydon","Response","reydon.k12.ok.us","Response","https://www.k12jobspot.com/District/16216/Jobs","K12JobSpot"
"4025860","Ringling Public Schools","OK","Ringling","Response","ringling.k12.ok.us","Response","https://ringling.k12.ok.us/job-listings",
"4025920","Ringwood Public Schools","OK","Ringwood","Response","ringwood.k12.ok.us","Response","",
"4025950","Ripley Public Schools","OK","Ripley","Response","ripley.k12.ok.us","Response","",
"4026010","Riverside Public School","OK","El Reno","Response","riverside.k12.ok.us","Response","https://www.riversideps.org/page/employment-opportunities",
"4026100","Robin Hill Public School","OK","Norman","Response","robinhill.k12.ok.us","Response","https://www.applitrack.com/osbac/OnlineApp/JobPostings/view.asp?embed=1&applitrackclient=0.8011","AppliTrack"
"4026280","Roff Public Schools","OK","Roff","Response","roff.k12.ok.us","Response","https://www.applitrack.com/osbac/OnlineApp/JobPostings/view.asp?embed=1&choosedistrict=true","AppliTrack"
"4026310","Roland Public Schools","OK","Roland","Response","rolandschools.org","Response","",
"4026550","Rush Springs Public Schools","OK","Rush Springs","Response","rushsprings.k12.ok.us","Response","",
"4026610","Ryan Public Schools","OK","Ryan","Response","ryan.k12.ok.us","Response","https://www.indeed.com/cmp/Ryan-Public-Schools","Indeed"
"4026730","Salina Public Schools","OK","Salina","Response","salina.k12.ok.us","Response","https://www.salina.k12.ok.us/employment",
"4026790","Sallisaw Public Schools","OK","Sallisaw","Response","sallisawps.org","Response","https://sallisawps.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"4026880","Sand Springs Public Schools","OK","Sand Springs","Response","sandites.org","Response","https://sandsprings.tedk12.com/hire/index.aspx","PowerSchool"
"4026910","Sapulpa Public Schools","OK","Sapulpa","Response","sapulpaps.org","Response","https://sapulpa.tedk12.com/hire/index.aspx","SchoolSpring"
"4026940","Sasakwa Public Schools","OK","Sasakwa","Response","sasakwaschools.org","Response","https://www.k12jobspot.com/District/16233/Jobs","k12jobspot.com"
"4027000","Savanna Public Schools","OK","Savanna","Response","savanna.k12.ok.us","Response","https://www.savanna.k12.ok.us/22074_1",
"4027060","Sayre Public Schools","OK","Sayre","Response","sayre.k12.ok.us","Response","https://ossba.myrevelus.com/job_board","MyRevelus"
"4027240","Seiling Public Schools","OK","Seiling","Response","seiling.k12.ok.us","Response","https://www.k12jobspot.com/District/16237/Jobs","K12JobSpot"
"4027300","Seminole Public Schools","OK","Seminole","Response","sps.k12.ok.us","Response","https://www.applitrack.com/osbac/OnlineApp/JobPostings/view.asp?choosedistrict=true&applitrackclient=0.8751=,%200.11951=&all=1=&category=Substitute=&?all=1%3D&=&AppliTrackJobId=13401_0.13211&AppliTrackLayoutMode=detail&AppliTrackViewPosting=1","AppliTrack"
"4027420","Shady Grove Public School","OK","Hulbert","Response","shadygrove.k12.ok.us","Response","https://www.k12jobspot.com/District/16241/Jobs","K12JobSpot"
"4027450","Shady Point Public School","OK","Shady Point","Response","spk12.org","Response","https://www.spk12.org/page/job-openings",
"4027540","Shattuck Public Schools","OK","Shattuck","Response","shattuck.k12.ok.us","Response","https://www.shattuck.k12.ok.us/employment-opportunities",
"4027570","Shawnee Public Schools","OK","Shawnee","Response","shawnee.k12.ok.us","Response","https://www.applitrack.com/shawneek12/onlineapp/","Frontline"
"4027630","Shidler Public Schools","OK","Shidler","Response","shidlerpublicschools.org","Response","https://www.masb.myrevelus.com/job_board","masb.myrevelus.com"
"4027640","Silo Public Schools","OK","Durant","Response","siloisd.org","Response","https://www.siloisd.org/employment-opportunities-at-silo-is",
"4027750","Skiatook Public Schools","OK","Skiatook","Response","skiatookschools.org","Response","https://skiatook.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"4027930","Snyder Public Schools","OK","Mt. Park","Response","snyder.k12.ok.us","Response","https://www.snyder.k12.ok.us/41670_2",
